objectid,boardgamemechanic,boardgamemechanic,boardgamemechanic,boardgamemechanic,boardgamemechanic,boardgamemechanic
3196,Bluffing, Racing,NaN,NaN,NaN,NaN
3197,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
3200,Storytelling,NaN,NaN,NaN,NaN,NaN
3204,Auction/Bidding, Set Collection,NaN,NaN,NaN,NaN
3207,Card Game, Word Game,NaN,NaN,NaN,NaN
3211,Trick-taking,NaN,NaN,NaN,NaN,NaN
3213,Abstract Strategy, Dice, Print & Play,NaN,NaN,NaN
3215,Auction/Bidding, Simultaneous Action Selection,NaN,NaN,NaN,NaN
3217,Dice, Movies / TV / Radio theme, Party Game, Trivia,NaN,NaN
3220,Storytelling,NaN,NaN,NaN,NaN,NaN
3221,Storytelling,NaN,NaN,NaN,NaN,NaN
3222,Cooperative Game,NaN,NaN,NaN,NaN,NaN
3223,Cooperative Game, Storytelling,NaN,NaN,NaN,NaN
3224,Cooperative Game, Storytelling,NaN,NaN,NaN,NaN
3225,Cooperative Game, Storytelling,NaN,NaN,NaN,NaN
3227,Area Movement, Dice Rolling,NaN,NaN,NaN,NaN
3232,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3244,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3250,Action / Dexterity, Science Fiction,NaN,NaN,NaN,NaN
3252,Racing,NaN,NaN,NaN,NaN,NaN
3254,Humor, Movies / TV / Radio theme, Party Game,NaN,NaN,NaN
3256,Action / Dexterity,NaN,NaN,NaN,NaN,NaN
3257,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3258,Tile Placement,NaN,NaN,NaN,NaN,NaN
3259,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3260,Trick-taking,NaN,NaN,NaN,NaN,NaN
3261,Card Game, Fighting,NaN,NaN,NaN,NaN
3264,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3272,Enclosure, Tile Placement,NaN,NaN,NaN,NaN
3277,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3278,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3280,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3281,Campaign / Battle Card Driven,NaN,NaN,NaN,NaN,NaN
3282,Area Majority / Influence, Network and Route Building,NaN,NaN,NaN,NaN
3283,Enclosure, Rock-Paper-Scissors, Simultaneous Action Selection, Tile Placement,NaN,NaN
3286,Pick-up and Deliver, Roll / Spin and Move, Set Collection,NaN,NaN,NaN
3287,Childrens Game, Memory,NaN,NaN,NaN,NaN
3288,Ancient, Nautical,NaN,NaN,NaN,NaN
3289,Tile Placement,NaN,NaN,NaN,NaN,NaN
3291,Secret Unit Deployment,NaN,NaN,NaN,NaN,NaN
3292,Card Game, Dice,NaN,NaN,NaN,NaN
3296,Modular Board,NaN,NaN,NaN,NaN,NaN
3297,Set Collection,NaN,NaN,NaN,NaN,NaN
3299,Card Game,NaN,NaN,NaN,NaN,NaN
3300,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3301,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3303,Pick-up and Deliver,NaN,NaN,NaN,NaN,NaN
3304,Hand Management,NaN,NaN,NaN,NaN,NaN
3310,Tile Placement,NaN,NaN,NaN,NaN,NaN
3311,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3315,Tile Placement,NaN,NaN,NaN,NaN,NaN
3322,Variable Player Powers,NaN,NaN,NaN,NaN,NaN
3323,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3326,Dice Rolling,NaN,NaN,NaN,NaN,NaN
3327,Roll / Spin and Move, Stock Holding, Trading,NaN,NaN,NaN
3331,Auction/Bidding, Point to Point Movement,NaN,NaN,NaN,NaN
3332,Dice,NaN,NaN,NaN,NaN,NaN
3334,Card Game,NaN,NaN,NaN,NaN,NaN
3336,Hand Management,NaN,NaN,NaN,NaN,NaN
3345,Action Points, Hexagon Grid,NaN,NaN,NaN,NaN
3346,Card Game,NaN,NaN,NaN,NaN,NaN
3350,Modular Board,NaN,NaN,NaN,NaN,NaN
3351,Card Game, Deduction, Murder/Mystery,NaN,NaN,NaN
3355,Enclosure, Tile Placement, Trick-taking,NaN,NaN,NaN
3362,Dice Rolling,NaN,NaN,NaN,NaN,NaN
3364,Tile Placement,NaN,NaN,NaN,NaN,NaN
3366,Tile Placement,NaN,NaN,NaN,NaN,NaN
3368,Betting and Bluffing, Roll / Spin and Move,NaN,NaN,NaN,NaN
3372,Card Game,NaN,NaN,NaN,NaN,NaN
3375,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
3379,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3380,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3381,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3382,Rock-Paper-Scissors,NaN,NaN,NaN,NaN,NaN
3387,Racing, Sports,NaN,NaN,NaN,NaN
3388,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3391,Team-Based Game,NaN,NaN,NaN,NaN,NaN
3392,Point to Point Movement,NaN,NaN,NaN,NaN,NaN
3395,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3396,Auction/Bidding, Team-Based Game, Trick-taking,NaN,NaN,NaN
3397,Auction/Bidding, Hand Management, Set Collection,NaN,NaN,NaN
3399,Auction/Bidding, Team-Based Game, Trick-taking,NaN,NaN,NaN
3401,Card Game,NaN,NaN,NaN,NaN,NaN
3407,Abstract Strategy, Card Game,NaN,NaN,NaN,NaN
3410,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
3415,Modular Board, Variable Player Powers,NaN,NaN,NaN,NaN
3418,Card Game,NaN,NaN,NaN,NaN,NaN
3420,Animals, Dice, Party Game,NaN,NaN,NaN
3426,Acting,NaN,NaN,NaN,NaN,NaN
3428,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3429,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3431,Acting, Roll / Spin and Move,NaN,NaN,NaN,NaN
3432,Party Game,NaN,NaN,NaN,NaN,NaN
3433,Betting and Bluffing,NaN,NaN,NaN,NaN,NaN
3436,Area Movement,NaN,NaN,NaN,NaN,NaN
3437,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
3438,Tile Placement,NaN,NaN,NaN,NaN,NaN
3440,Tile Placement,NaN,NaN,NaN,NaN,NaN
3441,Abstract Strategy, Animals, Bluffing, Childrens Game,NaN,NaN
3443,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3444,Betting and Bluffing,NaN,NaN,NaN,NaN,NaN
3445,Party Game,NaN,NaN,NaN,NaN,NaN
3446,Auction/Bidding, Roll / Spin and Move, Set Collection, Trading,NaN,NaN
3448,Betting and Bluffing, Roll / Spin and Move,NaN,NaN,NaN,NaN
3450,Roll / Spin and Move, Set Collection,NaN,NaN,NaN,NaN
3451,Hand Management, Set Collection,NaN,NaN,NaN,NaN
3453,Party Game,NaN,NaN,NaN,NaN,NaN
3454,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
3455,Dice,NaN,NaN,NaN,NaN,NaN
3456,Pattern Building, Roll / Spin and Move, Set Collection,NaN,NaN,NaN
3458,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3460,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3461,Tile Placement,NaN,NaN,NaN,NaN,NaN
3462,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3467,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
3469,Action / Dexterity, Childrens Game,NaN,NaN,NaN,NaN
3474,Dice Rolling, Simultaneous Action Selection,NaN,NaN,NaN,NaN
3479,Hand Management,NaN,NaN,NaN,NaN,NaN
3481,Chit-Pull System, Dice Rolling, Hand Management, Variable Phase Order, Variable Player Powers,NaN
3489,Hand Management,NaN,NaN,NaN,NaN,NaN
3491,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3493,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3494,Hand Management,NaN,NaN,NaN,NaN,NaN
3496,Dice, Sports,NaN,NaN,NaN,NaN
3498,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3501,Pick-up and Deliver,NaN,NaN,NaN,NaN,NaN
3505,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3506,Dice Rolling, Simultaneous Action Selection,NaN,NaN,NaN,NaN
3508,Modular Board, Pick-up and Deliver,NaN,NaN,NaN,NaN
3509,Tile Placement,NaN,NaN,NaN,NaN,NaN
3511,Cooperative Game, Roll / Spin and Move, Set Collection, Trading,NaN,NaN
3519,Commodity Speculation, Stock Holding,NaN,NaN,NaN,NaN
3520,Sports,NaN,NaN,NaN,NaN,NaN
3521,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3530,Dice Rolling,NaN,NaN,NaN,NaN,NaN
3536,Card Game, Childrens Game, Educational, Math,NaN,NaN
3537,Card Game, Childrens Game, Word Game,NaN,NaN,NaN
3539,Adventure, Comic Book / Strip, Movies / TV / Radio theme,NaN,NaN,NaN
3541,Grid Movement,NaN,NaN,NaN,NaN,NaN
3542,Adventure, Murder/Mystery,NaN,NaN,NaN,NaN
3544,Abstract Strategy, Print & Play,NaN,NaN,NaN,NaN
3545,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3546,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
3550,Auction/Bidding, Roll / Spin and Move, Stock Holding,NaN,NaN,NaN
3555,Tile Placement,NaN,NaN,NaN,NaN,NaN
3556,Set Collection,NaN,NaN,NaN,NaN,NaN
3579,Card Game,NaN,NaN,NaN,NaN,NaN
3580,Tile Placement,NaN,NaN,NaN,NaN,NaN
3582,Auction/Bidding, Betting and Bluffing, Dice Rolling, Roll / Spin and Move,NaN,NaN
3583,Dice Rolling, Roll / Spin and Move,NaN,NaN,NaN,NaN
3587,Roll / Spin and Move, Voting,NaN,NaN,NaN,NaN
3588,Tile Placement,NaN,NaN,NaN,NaN,NaN
3589,Line Drawing,NaN,NaN,NaN,NaN,NaN
3591,Area Movement,NaN,NaN,NaN,NaN,NaN
3592,Area Movement, Card Drafting, Voting,NaN,NaN,NaN
3596,Tile Placement,NaN,NaN,NaN,NaN,NaN
3599,Tile Placement,NaN,NaN,NaN,NaN,NaN
3601,Hexagon Grid, Secret Unit Deployment,NaN,NaN,NaN,NaN
3607,Hexagon Grid, Simultaneous Action Selection,NaN,NaN,NaN,NaN
3609,Dice Rolling, Hexagon Grid, Modular Board,NaN,NaN,NaN
3611,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3614,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
3618,Area-Impulse, Dice Rolling,NaN,NaN,NaN,NaN
3619,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
3624,Grid Movement, Modular Board, Tile Placement, Variable Player Powers,NaN,NaN
3630,Modular Board, Roll / Spin and Move,NaN,NaN,NaN,NaN
3635,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3638,Tile Placement,NaN,NaN,NaN,NaN,NaN
3642,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3644,Pattern Building,NaN,NaN,NaN,NaN,NaN
3647,Point to Point Movement,NaN,NaN,NaN,NaN,NaN
3648,Roll / Spin and Move, Set Collection, Trading,NaN,NaN,NaN
3651,Modular Board, Roll / Spin and Move, Tile Placement,NaN,NaN,NaN
3652,Roll / Spin and Move, Trading,NaN,NaN,NaN,NaN
3653,Card Drafting, Hand Management, Line Drawing, Memory, Trick-taking,NaN
3654,Area Movement, Campaign / Battle Card Driven,NaN,NaN,NaN,NaN
3660,Hexagon Grid, Rock-Paper-Scissors,NaN,NaN,NaN,NaN
3665,Area Movement, Card Drafting, Hand Management, Simultaneous Action Selection,NaN,NaN
3671,Card Drafting, Hand Management, Pattern Building, Set Collection,NaN,NaN
3675,Betting and Bluffing, Roll / Spin and Move,NaN,NaN,NaN,NaN
3678,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
3680,Hexagon Grid, Secret Unit Deployment,NaN,NaN,NaN,NaN
3681,Dice Rolling, Hexagon Grid,NaN,NaN,NaN,NaN
3684,Enclosure, Pattern Building,NaN,NaN,NaN,NaN
3688,Roll / Spin and Move, Set Collection,NaN,NaN,NaN,NaN
3690,Party Game,NaN,NaN,NaN,NaN,NaN
3694,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
3695,Dice, Sports,NaN,NaN,NaN,NaN
3697,Card Game, Humor, Movies / TV / Radio theme, Real-time,NaN,NaN
3703,Hand Management, Simultaneous Action Selection,NaN,NaN,NaN,NaN
3704,Action Queue, Secret Unit Deployment, Simultaneous Action Selection,NaN,NaN,NaN
3708,Area Movement, Set Collection,NaN,NaN,NaN,NaN
3709,Abstract Strategy, City Building, Economic,NaN,NaN,NaN
3713,Action / Dexterity, Childrens Game, Movies / TV / Radio theme, Racing,NaN,NaN
3714,Action / Dexterity, Party Game,NaN,NaN,NaN,NaN
3717,Card Game, Fighting,NaN,NaN,NaN,NaN
3718,Tile Placement,NaN,NaN,NaN,NaN,NaN
3721,Hand Management, Memory, Set Collection,NaN,NaN,NaN
3722,Hand Management, Set Collection,NaN,NaN,NaN,NaN
3732,Dice Rolling, Role Playing, Roll / Spin and Move, Variable Player Powers,NaN,NaN
3733,Dice Rolling, Role Playing, Roll / Spin and Move, Variable Player Powers,NaN,NaN
3734,Point to Point Movement, Roll / Spin and Move,NaN,NaN,NaN,NaN
3735,Dice Rolling, Role Playing, Roll / Spin and Move, Variable Player Powers,NaN,NaN
3738,Card Game, Deduction,NaN,NaN,NaN,NaN
3739,Campaign / Battle Card Driven, Hand Management,NaN,NaN,NaN,NaN
3740,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3741,Trivia,NaN,NaN,NaN,NaN,NaN
3742,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3743,Set Collection,NaN,NaN,NaN,NaN,NaN
3744,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3747,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3748,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3750,Storytelling,NaN,NaN,NaN,NaN,NaN
3752,Racing,NaN,NaN,NaN,NaN,NaN
3754,Roll / Spin and Move, Set Collection,NaN,NaN,NaN,NaN
3755,Area Majority / Influence, Area Movement, Dice Rolling, Set Collection,NaN,NaN
3756,Campaign / Battle Card Driven, Hexagon Grid, Modular Board, Secret Unit Deployment,NaN,NaN
3757,Roll / Spin and Move, Set Collection, Trading,NaN,NaN,NaN
3761,Hand Management,NaN,NaN,NaN,NaN,NaN
3764,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
3769,Movies / TV / Radio theme, Word Game,NaN,NaN,NaN,NaN
3770,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3773,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3774,Hexagon Grid, Pick-up and Deliver,NaN,NaN,NaN,NaN
3775,Betting and Bluffing, Roll / Spin and Move,NaN,NaN,NaN,NaN
3778,Ancient, Wargame,NaN,NaN,NaN,NaN
3779,Area Majority / Influence,NaN,NaN,NaN,NaN,NaN
3780,Historien Spiele Galerie (Historien Spielegalerie),NaN,NaN,NaN,NaN,NaN
3781,Historien Spiele Galerie (Historien Spielegalerie),NaN,NaN,NaN,NaN,NaN
3782,Bluffing,NaN,NaN,NaN,NaN,NaN
3783,Racing,NaN,NaN,NaN,NaN,NaN
3784,Arabian, Novel-based,NaN,NaN,NaN,NaN
3786,Historien Spiele Galerie (Historien Spielegalerie),NaN,NaN,NaN,NaN,NaN
3787,Historien Spiele Galerie (Historien Spielegalerie),NaN,NaN,NaN,NaN,NaN
3789,Wargame,NaN,NaN,NaN,NaN,NaN
3790,Hand Management,NaN,NaN,NaN,NaN,NaN
3791,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
3792,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
3795,Hand Management,NaN,NaN,NaN,NaN,NaN
3796,Card Game, Fantasy,NaN,NaN,NaN,NaN
3797,Dice Rolling, Roll / Spin and Move, Trading,NaN,NaN,NaN
3798,Modular Board,NaN,NaN,NaN,NaN,NaN
3799,Action / Dexterity, Childrens Game, Sports,NaN,NaN,NaN
3802,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
3803,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
3805,Dice,NaN,NaN,NaN,NaN,NaN
3809,Modular Board, Roll / Spin and Move,NaN,NaN,NaN,NaN
3810,Industry / Manufacturing,NaN,NaN,NaN,NaN,NaN
3811,Set Collection, Trading,NaN,NaN,NaN,NaN
3813,Cooperative Game, Roll / Spin and Move, Team-Based Game,NaN,NaN,NaN
3816,Action / Dexterity, Childrens Game, Dice, Nautical,NaN,NaN
3817,Dice Rolling, Hand Management, Roll / Spin and Move, Set Collection,NaN,NaN
3819,Dice Rolling, Hand Management, Variable Player Powers,NaN,NaN,NaN
3821,Modular Board, Variable Player Powers,NaN,NaN,NaN,NaN
3822,Card Game, Fantasy, Fighting,NaN,NaN,NaN
3823,Card Game, Humor, Mature / Adult,NaN,NaN,NaN
3824,Card Game, Expansion for Base-game, Fantasy, Fighting,NaN,NaN
3832,Action Points, Area Movement, Dice Rolling, Modular Board, Pick-up and Deliver,NaN
3833,Auction/Bidding, Betting and Bluffing, Hand Management, Roll / Spin and Move, Set Collection, Stock Holding
3847,Card Game, Collectible Components, Racing,NaN,NaN,NaN
3853,Dice Rolling, Modular Board, Role Playing,NaN,NaN,NaN
3854,Cooperative Game, Variable Player Powers,NaN,NaN,NaN,NaN
3857,Roll / Spin and Move, Set Collection, Trading,NaN,NaN,NaN
3858,Dice Rolling, Modular Board, Role Playing, Variable Player Powers,NaN,NaN
3859,Dice Rolling,NaN,NaN,NaN,NaN,NaN
3861,Action Points, Hand Management, Pick-up and Deliver, Stock Holding, Trading,NaN
3865,Party Game,NaN,NaN,NaN,NaN,NaN
3871,Pattern Building, Set Collection,NaN,NaN,NaN,NaN
3876,Variable Player Powers,NaN,NaN,NaN,NaN,NaN
3879,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3881,Simultaneous Action Selection,NaN,NaN,NaN,NaN,NaN
3882,Simultaneous Action Selection,NaN,NaN,NaN,NaN,NaN
3888,Cooperative Game, Team-Based Game,NaN,NaN,NaN,NaN
3890,Action Points,NaN,NaN,NaN,NaN,NaN
3891,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
3896,Modular Board, Player Elimination, Secret Unit Deployment, Take That,NaN,NaN
3898,Pick-up and Deliver, Team-Based Game, Variable Player Powers,NaN,NaN,NaN
3900,Trick-taking, Voting,NaN,NaN,NaN,NaN
3902,Voting,NaN,NaN,NaN,NaN,NaN
3903,Cooperative Game, Team-Based Game, Voting,NaN,NaN,NaN
3904,Card Game,NaN,NaN,NaN,NaN,NaN
3905,Pick-up and Deliver, Roll / Spin and Move,NaN,NaN,NaN,NaN
3906,Hand Management,NaN,NaN,NaN,NaN,NaN
3907,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3911,Action Points,NaN,NaN,NaN,NaN,NaN
3912,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3913,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3917,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3922,Card Game, Fantasy,NaN,NaN,NaN,NaN
3923,Card Game, Fantasy,NaN,NaN,NaN,NaN
3926,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3927,Action Points, Roll / Spin and Move,NaN,NaN,NaN,NaN
3928,Cooperative Game, Paper-and-Pencil,NaN,NaN,NaN,NaN
3929,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
3930,Modular Board, Tile Placement,NaN,NaN,NaN,NaN
3933,Line Drawing, Roll / Spin and Move,NaN,NaN,NaN,NaN
3935,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
3937,Enclosure, Paper-and-Pencil,NaN,NaN,NaN,NaN
3938,Paper-and-Pencil,NaN,NaN,NaN,NaN,NaN
3939,Paper-and-Pencil,NaN,NaN,NaN,NaN,NaN
3940,Paper-and-Pencil,NaN,NaN,NaN,NaN,NaN
3942,Hexagon Grid, Simultaneous Action Selection,NaN,NaN,NaN,NaN
3943,Card Drafting, Dice Rolling, Hand Management, Take That, Variable Player Powers,NaN
3944,Roll / Spin and Move, Set Collection,NaN,NaN,NaN,NaN
3948,Dice Rolling, Pick-up and Deliver,NaN,NaN,NaN,NaN
3952,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
3953,Roll / Spin and Move, Set Collection,NaN,NaN,NaN,NaN
3956,Hand Management, Line Drawing, Set Collection, Trading,NaN,NaN
3957,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3959,Auction/Bidding,NaN,NaN,NaN,NaN,NaN
3960,Area Movement,NaN,NaN,NaN,NaN,NaN
3961,Commodity Speculation, Stock Holding,NaN,NaN,NaN,NaN
3962,Card Game,NaN,NaN,NaN,NaN,NaN
3963,Set Collection,NaN,NaN,NaN,NaN,NaN
3964,Hand Management, Modular Board, Tile Placement,NaN,NaN,NaN
3968,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
3969,Variable Player Powers,NaN,NaN,NaN,NaN,NaN
3971,Variable Player Powers,NaN,NaN,NaN,NaN,NaN
3974,Action / Dexterity, American West, Racing,NaN,NaN,NaN
3975,Set Collection, Simultaneous Action Selection,NaN,NaN,NaN,NaN
3978,Memory, Tile Placement,NaN,NaN,NaN,NaN
3982,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
3987,Paper-and-Pencil,NaN,NaN,NaN,NaN,NaN
3988,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3991,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
3994,Auction/Bidding, Cooperative Game, Roll / Spin and Move, Tile Placement, Trading,NaN
3995,Action / Dexterity,NaN,NaN,NaN,NaN,NaN
3997,Pick-up and Deliver, Tile Placement,NaN,NaN,NaN,NaN
4002,Expansion for Base-game, Miniatures, Science Fiction, Wargame,NaN,NaN
4003,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
4005,Hand Management, Line Drawing,NaN,NaN,NaN,NaN
4006,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
4007,Area Movement, Player Elimination, Role Playing, Simultaneous Action Selection, Team-Based Game,NaN
4013,Dice Rolling, Hexagon Grid,NaN,NaN,NaN,NaN
4018,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
4024,Variable Player Powers,NaN,NaN,NaN,NaN,NaN
4026,Tile Placement,NaN,NaN,NaN,NaN,NaN
4027,Dice Rolling, Tile Placement,NaN,NaN,NaN,NaN
4028,Card Game, Novel-based, Racing,NaN,NaN,NaN
4029,Card Drafting, Paper-and-Pencil,NaN,NaN,NaN,NaN
4030,Area Movement,NaN,NaN,NaN,NaN,NaN
4032,Paper-and-Pencil, Secret Unit Deployment,NaN,NaN,NaN,NaN
4033,Tile Placement,NaN,NaN,NaN,NaN,NaN
4039,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
4043,Hand Management,NaN,NaN,NaN,NaN,NaN
4044,Hand Management, Set Collection,NaN,NaN,NaN,NaN
4051,Cooperative Game, Paper-and-Pencil, Roll / Spin and Move, Stock Holding, Trading,NaN
4054,Hexagon Grid, Variable Player Powers,NaN,NaN,NaN,NaN
4055,Sports,NaN,NaN,NaN,NaN,NaN
4056,Cooperative Game, Variable Player Powers,NaN,NaN,NaN,NaN
4057,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
4061,Tile Placement,NaN,NaN,NaN,NaN,NaN
4063,American West, Card Game, Humor,NaN,NaN,NaN
4065,Deduction, Murder/Mystery,NaN,NaN,NaN,NaN
4066,Memory,NaN,NaN,NaN,NaN,NaN
4067,Pattern Building,NaN,NaN,NaN,NaN,NaN
4071,Party Game, Word Game,NaN,NaN,NaN,NaN
4072,Team-Based Game, Tile Placement,NaN,NaN,NaN,NaN
4075,Fantasy,NaN,NaN,NaN,NaN,NaN
4078,Set Collection,NaN,NaN,NaN,NaN,NaN
4080,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
4083,Pattern Building, Tile Placement,NaN,NaN,NaN,NaN
4094,Pattern Recognition, Set Collection,NaN,NaN,NaN,NaN
4100,Trading,NaN,NaN,NaN,NaN,NaN
4101,Dice Rolling, Hand Management, Memory, Modular Board, Network and Route Building, Trading
4103,Dice Rolling, Hand Management, Memory, Modular Board, Network and Route Building, Trading
4104,Tile Placement,NaN,NaN,NaN,NaN,NaN
4108,Economic, Sports,NaN,NaN,NaN,NaN
4114,Tile Placement,NaN,NaN,NaN,NaN,NaN
4115,Betting and Bluffing,NaN,NaN,NaN,NaN,NaN
4116,Set Collection,NaN,NaN,NaN,NaN,NaN
4129,Team-Based Game,NaN,NaN,NaN,NaN,NaN
4130,Expansion for Base-game, Modern Warfare, Wargame,NaN,NaN,NaN
4131,Abstract Strategy, Word Game,NaN,NaN,NaN,NaN
4132,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
4133,Memory,NaN,NaN,NaN,NaN,NaN
4134,Dice Rolling, Variable Player Powers,NaN,NaN,NaN,NaN
4135,Variable Player Powers,NaN,NaN,NaN,NaN,NaN
4136,Modular Board, Variable Player Powers,NaN,NaN,NaN,NaN
4137,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
4138,Area Movement,NaN,NaN,NaN,NaN,NaN
4140,Abstract Strategy, Childrens Game,NaN,NaN,NaN,NaN
4142,Enclosure, Pattern Building,NaN,NaN,NaN,NaN
4144,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
4147,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
4148,Dice Rolling, Roll / Spin and Move,NaN,NaN,NaN,NaN
4151,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
4153,Hand Management,NaN,NaN,NaN,NaN,NaN
4155,Pick-up and Deliver, Roll / Spin and Move,NaN,NaN,NaN,NaN
4156,Roll / Spin and Move, Set Collection,NaN,NaN,NaN,NaN
4158,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
4159,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
4160,Cooperative Game, Hand Management,NaN,NaN,NaN,NaN
4161,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
4164,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
4166,Area Movement,NaN,NaN,NaN,NaN,NaN
4167,Action Queue, Area Movement,NaN,NaN,NaN,NaN
4169,Card Game, Fantasy,NaN,NaN,NaN,NaN
4170,Card Game, Collectible Components,NaN,NaN,NaN,NaN
4180,Area Movement, Modular Board, Variable Player Powers,NaN,NaN,NaN
4182,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
4183,Hand Management,NaN,NaN,NaN,NaN,NaN
4184,Humor, Movies / TV / Radio theme, Nautical,NaN,NaN,NaN
4185,Betting and Bluffing,NaN,NaN,NaN,NaN,NaN
4186,Storytelling,NaN,NaN,NaN,NaN,NaN
4187,Set Collection,NaN,NaN,NaN,NaN,NaN
4188,Card Game, Mafia,NaN,NaN,NaN,NaN
4190,Dice Rolling, Point to Point Movement,NaN,NaN,NaN,NaN
4191,Dice Rolling,NaN,NaN,NaN,NaN,NaN
4193,Miniatures, Science Fiction, Wargame,NaN,NaN,NaN
4194,Area Movement, Player Elimination, Simultaneous Action Selection,NaN,NaN,NaN
4195,Area Movement, Player Elimination, Simultaneous Action Selection,NaN,NaN,NaN
4197,Dice Rolling,NaN,NaN,NaN,NaN,NaN
4198,Hand Management,NaN,NaN,NaN,NaN,NaN
