objectid,name,boardgamemechanic1,boardgamemechanic2,boardgamemechanic3,boardgamemechanic4,boardgamemechanic5,boardgamemechanic6
255293,One Night Ultimate Super Villains,Role Playing, Traitor Game, Variable Player Powers, Voting,NaN,NaN
158793,Atlantic Wall  D-Day to Falaise,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
165521,Rory's Story Cubes  Medic,Cooperative Game, Dice Rolling, Pattern Recognition, Storytelling,NaN,NaN
218028,BIOTIX,Push Your Luck, Take That, Worker Placement,NaN,NaN,NaN
218519,Warstones,Action Points, Area Majority / Influence, Variable Player Powers,NaN,NaN,NaN
146548,Imaginarium,Simultaneous Action Selection, Voting,NaN,NaN,NaN,NaN
12627,Cthulhu 500,Card Game, Horror, Racing,NaN,NaN,NaN
232119,Gravity Warfare,Take That,NaN,NaN,NaN,NaN,NaN
113853,Richard Scarry's Busytown  Busy,Dice Rolling, Pick-up and Deliver, Set Collection,NaN,NaN,NaN
193062,Bidder Up!,Auction/Bidding, Set Collection,NaN,NaN,NaN,NaN
256438,Snow Time,Campaign / Battle Card Driven, Grid Movement,NaN,NaN,NaN,NaN
835,Election X,Political,NaN,NaN,NaN,NaN,NaN
94375,The Great Game,Area Majority / Influence, Campaign / Battle Card Driven, Point to Point Movement,NaN,NaN,NaN
144290,Intrigue City,Area Majority / Influence, Modular Board, Set Collection, Time Track, Voting, Worker Placement
164589,Roar-a-Saurus,Dice Rolling, Simultaneous Action Selection, Variable Phase Order,NaN,NaN,NaN
191057,Halt mal kurz  Das K\u00e4nguru-Spiel,Rock-Paper-Scissors, Take That, Voting,NaN,NaN,NaN
2553,Bali,Card Game, Word Game,NaN,NaN,NaN,NaN
284825,Florenza Dice Game,Dice Rolling, Paper-and-Pencil, Simultaneous Action Selection, Solo / Solitaire Game, Worker Placement,NaN
164259,Black & White,Area Majority / Influence, Dice Rolling, Grid Movement, Hexagon Grid, Memory, Secret Unit Deployment
129858,La Venise du Nord,Commodity Speculation, Dice Rolling, Modular Board,NaN,NaN,NaN
4978,Warzone (second edition),Action Points, Dice Rolling, Variable Phase Order,NaN,NaN,NaN
130393,Broadhorns  Early Trade on the Mississippi,Pick-up and Deliver, Push Your Luck,NaN,NaN,NaN,NaN
295,Europa 1945-2030,Voting,NaN,NaN,NaN,NaN,NaN
54300,Bravery in the Sand,Chit-Pull System, Dice Rolling, Hexagon Grid,NaN,NaN,NaN
1356,Hexen Rennen,Modular Board,NaN,NaN,NaN,NaN,NaN
111379,My Very First Games  Animal upon Animal,Dice Rolling,NaN,NaN,NaN,NaN,NaN
21569,Adigma,Paper-and-Pencil,NaN,NaN,NaN,NaN,NaN
247191,Ya Blew It!,Dice Rolling, Push Your Luck, Set Collection,NaN,NaN,NaN
704,Montgolfi\u00e8re,Auction/Bidding, Hand Management, Simultaneous Action Selection,NaN,NaN,NaN
68931,Flee The Scene,Pick-up and Deliver,NaN,NaN,NaN,NaN,NaN
260785,Unstable Unicorns  Control,Hand Management, Set Collection, Take That,NaN,NaN,NaN
265785,Rune,Area Majority / Influence, Tile Placement,NaN,NaN,NaN,NaN
59960,Dakota Platinum Collection,Area Majority / Influence, Worker Placement,NaN,NaN,NaN,NaN
82948,Konexi,Dice Rolling,NaN,NaN,NaN,NaN,NaN
160234,1750  Britain vs. France,Area Movement, Dice Rolling, Modular Board,NaN,NaN,NaN
17450,Argo,Action Points, Action Queue, Area Movement, Modular Board, Tile Placement,NaN
137140,Wunderland,Travel,NaN,NaN,NaN,NaN,NaN
233354,Chocolatiers,Hand Management, Pattern Building, Set Collection, Tile Placement,NaN,NaN
166858,Villainous Vikings (Second Edition),Action Points, Card Drafting, Dice Rolling, Set Collection, Variable Player Powers,NaN
4668,Lost Treasure,Pick-up and Deliver, Roll / Spin and Move,NaN,NaN,NaN,NaN
7255,Soldiers  Man-to-Man Combat in World War II,Action Points, Hexagon Grid,NaN,NaN,NaN,NaN
226592,Blackwood,Card Drafting, Set Collection,NaN,NaN,NaN,NaN
125854,Mars Needs Mechanics,Commodity Speculation, Set Collection,NaN,NaN,NaN,NaN
1579,Wrasslin',Hand Management, Simulation, Variable Player Powers,NaN,NaN,NaN
229742,Zoo Ball,Action / Dexterity, Animals, Sports,NaN,NaN,NaN
5082,Rush Hour,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
223327,Someone Has Died,Role Playing, Storytelling,NaN,NaN,NaN,NaN
255658,Talisman  Legendary Tales,Cooperative Game, Deck, Variable Player Powers,NaN,NaN,NaN
19918,No Stress Chess,Grid Movement,NaN,NaN,NaN,NaN,NaN
98529,Disney Pixar Cars 2 Sorry Sliders  World Grand Prix Race Edition,Action / Dexterity, Childrens Game, Movies / TV / Radio theme, Racing,NaN,NaN
159566,Unicorn Glitterluck  Cloud Crystals,Dice Rolling, Roll / Spin and Move,NaN,NaN,NaN,NaN
42057,Utopian Rummy,Hand Management, Set Collection,NaN,NaN,NaN,NaN
223096,Raid on Taihoku,Action Points, Area Movement, Cooperative Game, Role Playing, Variable Player Powers,NaN
271460,Uno Flip!,Hand Management, Take That,NaN,NaN,NaN,NaN
12414,La Batalla de los Arapiles,Campaign / Battle Card Driven, Dice Rolling, Hexagon Grid, Paper-and-Pencil, Secret Unit Deployment, Variable Phase Order
5697,Reiner Knizia's Amazing Flea Circus,Hand Management,NaN,NaN,NaN,NaN,NaN
110643,Le Retour de l'Empereur,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
214910,Tiki,Action Queue, Modular Board,NaN,NaN,NaN,NaN
238182,Good Dog,Area Movement, Cooperative Game, Hand Management,NaN,NaN,NaN
16144,Fruit Spy,Area Majority / Influence, Hand Management,NaN,NaN,NaN,NaN
85567,Passing Shot,Dice Rolling, Simulation,NaN,NaN,NaN,NaN
33018,Deathride  Mars-la-Tour 1870,Area-Impulse, Hexagon Grid,NaN,NaN,NaN,NaN
140865,Agent Hunter,Memory, Secret Unit Deployment,NaN,NaN,NaN,NaN
249868,What A Tanker!,Action Points, Dice Rolling,NaN,NaN,NaN,NaN
7771,En Garde!,Paper-and-Pencil, Role Playing, Simultaneous Action Selection, Storytelling,NaN,NaN
155315,New York 1776,Area Movement, Dice Rolling, Secret Unit Deployment,NaN,NaN,NaN
124044,Tooth & Nail  Factions,Action Points, Card Drafting, Hand Management, Variable Player Powers,NaN,NaN
169658,The Guardians  Explore,Area Majority / Influence, Card Drafting, Deck, Worker Placement,NaN,NaN
7240,Vanished Planet,Contracts, Cooperative Game, Events, Income, Movement Points, Moving Multiple Units
72460,Into the Bastards!  First tank battle,Wargame, World War I,NaN,NaN,NaN,NaN
20821,Tara,Hand Management,NaN,NaN,NaN,NaN,NaN
16435,General Quarters,Paper-and-Pencil,NaN,NaN,NaN,NaN,NaN
3531,The Return of the Stainless Steel Rat,Area Movement, Storytelling,NaN,NaN,NaN,NaN
217261,Bohnanza  20 Jahre,Hand Management, Set Collection, Trading,NaN,NaN,NaN
130242,Spice Merchant,Betting and Bluffing, Commodity Speculation, Hand Management, Secret Unit Deployment,NaN,NaN
264991,Par Odin,Dice Rolling,NaN,NaN,NaN,NaN,NaN
6916,1941,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
154,Union vs. Central,Hand Management, Pick-up and Deliver,NaN,NaN,NaN,NaN
17995,Anno Domini  Sport,Card Drafting,NaN,NaN,NaN,NaN,NaN
129492,Bee Alert,Memory,NaN,NaN,NaN,NaN,NaN
20731,Capes & Cowls  The Superhero Board Game,Card Drafting, Modular Board, Role Playing, Variable Player Powers,NaN,NaN
35910,Cannonball Colony,Modular Board, Tile Placement,NaN,NaN,NaN,NaN
15069,Ekonos,Stock Holding,NaN,NaN,NaN,NaN,NaN
257284,Timeline  Classic,Card Game, Educational, Trivia,NaN,NaN,NaN
135270,Shibumi,Betting and Bluffing, Enclosure, Hand Management, Network and Route Building, Pattern Building, Pattern Recognition
206591,Green Box of Games,Card Game, Game System,NaN,NaN,NaN,NaN
13503,Dicke D\u00e4monen,Betting and Bluffing, Enclosure, Modular Board,NaN,NaN,NaN
6860,River of Death  Battle of Chickamauga,Chit-Pull System, Hexagon Grid,NaN,NaN,NaN,NaN
196392,Turin Market,Auction/Bidding, Betting and Bluffing, Card Drafting, Commodity Speculation, Hand Management, Push Your Luck
4915,Great War at Sea 2  The North & Baltic Seas,Dice Rolling, Hexagon Grid,NaN,NaN,NaN,NaN
3771,Palabra,Set Collection,NaN,NaN,NaN,NaN,NaN
4323,VOC! Founding the Dutch East Indies Company,Line Drawing, Pick-up and Deliver,NaN,NaN,NaN,NaN
18481,Racetrack,Line Drawing, Paper-and-Pencil,NaN,NaN,NaN,NaN
81542,Quest  A Time of Heroes,Campaign / Battle Card Driven, Dice Rolling, Modular Board, Storytelling, Variable Player Powers,NaN
118247,Lucky Numbers,Tile Placement,NaN,NaN,NaN,NaN,NaN
765,Space Walk,Mancala,NaN,NaN,NaN,NaN,NaN
4436,Cityfight  Modern Combat in the Urban Environment,Action Points, Dice Rolling, Hexagon Grid, Secret Unit Deployment, Simultaneous Action Selection,NaN
209659,Marvel Dice Masters  Guardians of the Galaxy,Deck, Dice Rolling, Variable Player Powers,NaN,NaN,NaN
199646,Mobster Metropolis,Action Queue, Auction/Bidding, Card Drafting, Secret Unit Deployment, Simultaneous Action Selection, Take That
125936,Swing States 2012,Action Points, Campaign / Battle Card Driven, Dice Rolling, Voting,NaN,NaN
72050,Freebooter's Fate,Simulation,NaN,NaN,NaN,NaN,NaN
233960,Ali Baba,Card Drafting, Set Collection, Take That,NaN,NaN,NaN
207442,Turbo Drift,Action Queue, Card Drafting,NaN,NaN,NaN,NaN
38462,Palago,Pattern Building, Tile Placement,NaN,NaN,NaN,NaN
3369,John Carter  Warlord of Mars,Dice Rolling, Hexagon Grid, Point to Point Movement, Variable Player Powers,NaN,NaN
74233,Fictionaire  Classic Encyclopedia,Bluffing, Party Game, Trivia, Word Game,NaN,NaN
184563,Lock 'n Load Tactical  Heroes of the Motherland,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
5143,GolfProfi,Dice Rolling,NaN,NaN,NaN,NaN,NaN
6644,Spite & Malice,Pattern Building,NaN,NaN,NaN,NaN,NaN
118025,Waka Waka,Set Collection,NaN,NaN,NaN,NaN,NaN
142451,Cornish Smuggler,Action Points, Area-Impulse, Deck, Network and Route Building, Pick-up and Deliver, Point to Point Movement
166640,Prime Time,Area Majority / Influence, Auction/Bidding, Hand Management,NaN,NaN,NaN
247578,Death Note  Confrontation,Area Majority / Influence, Area Movement, Variable Player Powers,NaN,NaN,NaN
5769,Edelweiss,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
260180,Project L,Action Points, Card Drafting, Pattern Building, Tile Placement,NaN,NaN
161886,1879,Network and Route Building, Stock Holding, Tile Placement,NaN,NaN,NaN
9112,Omaha  The Bloody Beach,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
39862,Flapjacks & Sasquatches,Dice Rolling, Take That,NaN,NaN,NaN,NaN
94732,Heroica  Draida,Modular Board, Roll / Spin and Move,NaN,NaN,NaN,NaN
191351,Absolute Victory  World Conflict 1939-1945,Chit-Pull System, Dice Rolling, Hexagon Grid, Simulation,NaN,NaN
1352,Bali,Hand Management,NaN,NaN,NaN,NaN,NaN
67878,Dungeon Crawler,Cooperative Game, Hand Management, Trading, Variable Phase Order,NaN,NaN
1312,Nur Peanuts!,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
212404,In Vino Morte,Player Elimination,NaN,NaN,NaN,NaN,NaN
181959,Gipfelkraxler,Dice Rolling, Pattern Building,NaN,NaN,NaN,NaN
263360,Shy Monsters,Tile Placement,NaN,NaN,NaN,NaN,NaN
185344,Dragon Keeper  The Dungeon,Set Collection,NaN,NaN,NaN,NaN,NaN
189030,De Slimste Mens ter Wereld  Het Bordspel,Electronic, Movies / TV / Radio theme, Trivia,NaN,NaN,NaN
140613,Gear & Piston,Card Drafting, Hand Management, Set Collection, Tile Placement, Worker Placement,NaN
181377,The Opulent,Cooperative Game, Dice Rolling, Hand Management, Push Your Luck, Set Collection, Variable Player Powers
18652,For Honor and Glory  War of 1812 Land and Naval Battles,Action Points, Dice Rolling, Hexagon Grid, Modular Board,NaN,NaN
20269,Pikemen,Point to Point Movement,NaN,NaN,NaN,NaN,NaN
30505,Apples to Apples  British Isles Edition,Hand Management, Simultaneous Action Selection,NaN,NaN,NaN,NaN
3662,BattleFleet Mars  Space Combat in the 21st Century,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
17274,Attacktix Battle Figure Game  Star Wars,Action / Dexterity, Childrens Game, Collectible Components, Movies / TV / Radio theme, Science Fiction,NaN
5831,Britain Stands Alone,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
185241,Victory & Glory  Napoleon,Area Movement, Campaign / Battle Card Driven,NaN,NaN,NaN,NaN
57201,Greedy Kingdoms,Betting and Bluffing, Secret Unit Deployment, Set Collection, Simultaneous Action Selection,NaN,NaN
133671,A Fool's Fortune,Hand Management, Set Collection,NaN,NaN,NaN,NaN
144958,Iwo  Bloodbath in the Bonins 19 Feb \u2013 17 Mar 1945,Dice Rolling, Hexagon Grid,NaN,NaN,NaN,NaN
19145,Disposable Heroes and Coffin For Seven Brothers,Dice Rolling,NaN,NaN,NaN,NaN,NaN
66797,Heckmeck Junior,Dice Rolling, Push Your Luck,NaN,NaN,NaN,NaN
13359,Royal Leapfrog,Hand Management, Simultaneous Action Selection,NaN,NaN,NaN,NaN
217098,Tr\u00f4l,Dice Rolling,NaN,NaN,NaN,NaN,NaN
38918,Hooop!,Point to Point Movement,NaN,NaN,NaN,NaN,NaN
22843,War in the Pacific (second edition),Hexagon Grid, Simulation,NaN,NaN,NaN,NaN
40182,Telepathy  WA State Edition,Abstract Strategy, Deduction, Puzzle,NaN,NaN,NaN
170472,Prelude to Rebellion,Area Majority / Influence, Hand Management,NaN,NaN,NaN,NaN
217470,Qwinto  Das Kartenspiel,Hand Management,NaN,NaN,NaN,NaN,NaN
219766,Chariots of Rome,Action Queue, Dice Rolling, Grid Movement, Push Your Luck,NaN,NaN
39710,Tien Zi Que,Hand Management, Set Collection,NaN,NaN,NaN,NaN
139433,Fields of Fire Vol. II  ''With The Old Breed'',Campaign / Battle Card Driven, Modular Board, Solo / Solitaire Game,NaN,NaN,NaN
169062,Monsters vs. Heroes  Victorian Nightmares,Card Drafting, Take That,NaN,NaN,NaN,NaN
62291,Fatal Alliances  The Great War,Area Movement, Dice Rolling, Hexagon Grid, Simulation,NaN,NaN
177619,Terminator Genisys  The Miniatures Game \u2013 The War Against The Machine,Dice Rolling, Point to Point Movement,NaN,NaN,NaN,NaN
5516,Symbioz,Action Points, Area Movement,NaN,NaN,NaN,NaN
7310,One False Step for Mankind,Auction/Bidding, Dice Rolling, Modular Board, Simulation,NaN,NaN
3084,Buccaneer,Pick-up and Deliver, Trading,NaN,NaN,NaN,NaN
891,Cranium,Acting, Line Drawing, Paper-and-Pencil, Roll / Spin and Move, Singing, Team-Based Game
24321,Panzer Grenadier  Airborne (Introductory Edition),Dice Rolling, Hexagon Grid,NaN,NaN,NaN,NaN
54201,The d6 Shooters,Dice Rolling, Paper-and-Pencil,NaN,NaN,NaN,NaN
22666,Renaissance,Area Majority / Influence, Campaign / Battle Card Driven, Dice Rolling,NaN,NaN,NaN
67972,Workshop of the World,Auction/Bidding, Network and Route Building, Tile Placement,NaN,NaN,NaN
220331,Saipan  The Bloody Rock,Chit-Pull System, Dice Rolling, Hexagon Grid,NaN,NaN,NaN
167604,Rollet,Action / Dexterity, Party Game,NaN,NaN,NaN,NaN
256538,Home Alone Game,Movies / TV / Radio theme,NaN,NaN,NaN,NaN,NaN
233262,Tidal Blades  Heroes of the Reef,Card Drafting, Dice Rolling, Hand Management, Set Collection, Variable Player Powers, Worker Placement
8679,Days of Decision III,Area-Impulse, Dice Rolling, Simulation,NaN,NaN,NaN
8721,Hof Gap,Dice Rolling, Hexagon Grid,NaN,NaN,NaN,NaN
213497,Red Storm  The Air War Over Central Germany,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
272739,Clinic  Deluxe Edition,Pick-up and Deliver, Simulation, Tile Placement,NaN,NaN,NaN
32405,Alles Tomate!,Card Drafting, Memory,NaN,NaN,NaN,NaN
151645,Jane Austen's Matchmaker,Hand Management, Take That,NaN,NaN,NaN,NaN
203716,Ta-Da!,Dice Rolling, Simultaneous Action Selection,NaN,NaN,NaN,NaN
182982,Horse & Musket  Dawn of an Era,Action Points, Dice Rolling, Hexagon Grid, Modular Board, Simulation,NaN
17125,Ars Mysteriorum,Auction/Bidding, Variable Player Powers,NaN,NaN,NaN,NaN
87141,ScrumBrawl,Area Movement, Campaign / Battle Card Driven, Dice Rolling,NaN,NaN,NaN
3507,By Golly!,Memory, Set Collection,NaN,NaN,NaN,NaN
17537,The Battle of Corinth  Standoff at the Tennessee,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
31822,Master of Rules,Hand Management,NaN,NaN,NaN,NaN,NaN
234221,Arkon,Auction/Bidding, Hand Management, Take That,NaN,NaN,NaN
209849,Quibbit!,Action Queue, Player Elimination, Simultaneous Action Selection,NaN,NaN,NaN
2521,Nexus,Area Majority / Influence, Tile Placement,NaN,NaN,NaN,NaN
93540,Five Points  Gangs of New York,Area Majority / Influence, Auction/Bidding,NaN,NaN,NaN,NaN
166276,Hellweg westfalicus,Medieval,NaN,NaN,NaN,NaN,NaN
4449,The Battle of Monmouth,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
825,Screaming Eagles,Dice Rolling, Simultaneous Action Selection, Team-Based Game,NaN,NaN,NaN
17705,Faces,Party Game,NaN,NaN,NaN,NaN,NaN
2342,Mystery Mansion,Modular Board,NaN,NaN,NaN,NaN,NaN
25768,Long Live the King,Acting, Card Drafting, Role Playing, Storytelling,NaN,NaN
177513,Strife  Shadows & Steam,Hand Management, Pattern Building, Simultaneous Action Selection,NaN,NaN,NaN
223360,\u00a1Cobardes!,Hand Management, Simultaneous Action Selection, Variable Player Powers,NaN,NaN,NaN
22950,Play Nine,Hand Management, Set Collection,NaN,NaN,NaN,NaN
224830,Chimera & More,Auction/Bidding, Hand Management, Ladder Climbing, Team-Based Game, Trick-taking,NaN
221661,Patriots & Redcoats,Player Elimination, Secret Unit Deployment, Take That, Team-Based Game, Voting,NaN
199907,Sellswords  Olympus,Card Drafting, Tile Placement,NaN,NaN,NaN,NaN
9177,Armchair Cricket,Trick-taking,NaN,NaN,NaN,NaN,NaN
2388,Dark Nebula,Hexagon Grid, Modular Board, Point to Point Movement,NaN,NaN,NaN
96061,Jours de Gloire Campagne IV  Allemagne 1813,Action Points, Point to Point Movement,NaN,NaN,NaN,NaN
172164,Dohdles!,Deduction, Party Game,NaN,NaN,NaN,NaN
24051,Fowl Play!,Hand Management, Hexagon Grid, Set Collection,NaN,NaN,NaN
22847,Connect6,Pattern Building,NaN,NaN,NaN,NaN,NaN
240100,\u8272\u5f69X\u9ebb\u5409,Cooperative Game, Hand Management,NaN,NaN,NaN,NaN
13981,World in War  Combined Arms 1939-1945,Area Movement, Rock-Paper-Scissors, Team-Based Game,NaN,NaN,NaN
116981,Star Wars  Battle of Hoth,Dice Rolling, Point to Point Movement,NaN,NaN,NaN,NaN
190266,Sans Alli\u00e9s,Dice Rolling, Modular Board,NaN,NaN,NaN,NaN
193193,Watchmen of Destiny,Card Drafting, Hand Management, Variable Phase Order,NaN,NaN,NaN
170922,Boomtown Bandits,Dice Rolling, Secret Unit Deployment, Simultaneous Action Selection, Take That,NaN,NaN
245950,Orc-lympics,Auction/Bidding, Card Drafting, Hand Management,NaN,NaN,NaN
129951,Teomachia,Auction/Bidding, Card Drafting, Deck, Hand Management, Player Elimination,NaN
8071,Tannenberg,Hexagon Grid, Simulation,NaN,NaN,NaN,NaN
116806,Napoleon Against Russia,Hexagon Grid, Simulation,NaN,NaN,NaN,NaN
197076,Nemesis  Burma 1944,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
240905,Death Valley  Battles for the Shenandoah,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
7637,The Fall of France,Dice Rolling, Hexagon Grid,NaN,NaN,NaN,NaN
1618,French Foreign Legion,Chit-Pull System,NaN,NaN,NaN,NaN,NaN
148471,Vietnam Solitaire Special Edition,Action Points, Area Movement, Dice Rolling,NaN,NaN,NaN
235839,Master of Wills,Area Majority / Influence, Area Movement, Deck, Variable Phase Order, Variable Player Powers,NaN
282291,Escape Tales  Low Memory,Cooperative Game,NaN,NaN,NaN,NaN,NaN
65516,Ablaze!,Cooperative Game, Modular Board, Simulation, Tile Placement,NaN,NaN
246532,Rick and Morty  The Pickle Rick Game,Movies / TV / Radio theme,NaN,NaN,NaN,NaN,NaN
38361,Borodino 20,Campaign / Battle Card Driven, Hexagon Grid,NaN,NaN,NaN,NaN
285554,Fire!,Cooperative Game, Hand Management, Solo / Solitaire Game,NaN,NaN,NaN
174646,Orcs Must Die! The Board Game  Unchained Edition,Cooperative Game, Modular Board, Role Playing, Variable Player Powers,NaN,NaN
25037,Eagles of the Empire  Spanish Eagles,Area Movement, Dice Rolling, Simulation,NaN,NaN,NaN
84989,Neue Welten,Card Game, Party Game, Word Game,NaN,NaN,NaN
114800,Rune Wars,Card Drafting, Hand Management,NaN,NaN,NaN,NaN
140172,Pelican Bay,Modular Board, Pattern Building, Tile Placement,NaN,NaN,NaN
246531,Star Trek Fluxx,Hand Management, Set Collection,NaN,NaN,NaN,NaN
17994,Anno Domini  VIP,Card Drafting,NaN,NaN,NaN,NaN,NaN
15173,Die Insel,Adventure, Electronic, Exploration, Fantasy, Mythology,NaN
6046,Gettysburg  Lee's Greatest Gamble,Hexagon Grid, Simulation,NaN,NaN,NaN,NaN
4881,Personal Preference,Betting and Bluffing,NaN,NaN,NaN,NaN,NaN
24764,Monopoly  The Mega Edition,Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading,NaN
8757,Nordkapp,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
26315,WeyKick On Ice,Action / Dexterity, Sports,NaN,NaN,NaN,NaN
3403,Rise and Fall,Area Majority / Influence, Area Movement, Variable Player Powers,NaN,NaN,NaN
260788,Knapp Daneben!,Paper-and-Pencil,NaN,NaN,NaN,NaN,NaN
161820,Avec Infini Regret,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
141418,LEADERS  The Combined Strategy Game,Action Queue, Area Majority / Influence, Area Movement, Dice Rolling, Player Elimination, Secret Unit Deployment
177096,Freedom!,Area Majority / Influence, Campaign / Battle Card Driven, Dice Rolling, Hand Management, Point to Point Movement, Variable Player Powers
2975,Origins of World War II,Area Majority / Influence, Auction/Bidding, Variable Player Powers,NaN,NaN,NaN
10672,Easy Come,Dice Rolling, Push Your Luck,NaN,NaN,NaN,NaN
801,Four Battles of the Crimean War,Hexagon Grid, Simulation,NaN,NaN,NaN,NaN
122701,Monolith  The Strategy Game,Dice Rolling, Modular Board, Worker Placement,NaN,NaN,NaN
18212,Dungeons & Dragons Adventure Game,Cooperative Game, Dice Rolling, Role Playing,NaN,NaN,NaN
188908,Jewels,Action Points, Auction/Bidding, Set Collection, Trading,NaN,NaN
31623,Hannibal Barkas,Campaign / Battle Card Driven, Dice Rolling,NaN,NaN,NaN,NaN
