objectid,publisher,publisher,publisher,publisher,publisher,publisher
4081,Cardinal,NaN,NaN,NaN,NaN,NaN
2193,TSR,NaN,NaN,NaN,NaN,NaN
177502,(Unknown), Hasbro,NaN,NaN,NaN,NaN
35658,Countermoves, Print & Play Productions, Warp Spawn Games,NaN,NaN,NaN
4976,AS Company, Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN
6958,Estrela, USAopoly,NaN,NaN,NaN,NaN
121471,Baksha Games,NaN,NaN,NaN,NaN,NaN
16153,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
5882,TSR,NaN,NaN,NaN,NaN,NaN
9785,The Game Works,NaN,NaN,NaN,NaN,NaN
1297,Hasbro, Parker Brothers,NaN,NaN,NaN,NaN
65581,Edge Entertainment, Stratelibri,NaN,NaN,NaN,NaN
175879,(Self-Published),NaN,NaN,NaN,NaN,NaN
20096,Hasbro, Parker Brothers, Toyster,NaN,NaN,NaN
153116,Cryptozoic Entertainment,NaN,NaN,NaN,NaN,NaN
207311,(Self-Published), Golden Bell Games,NaN,NaN,NaN,NaN
7960,Alary Games, Albi, Tactic,NaN,NaN,NaN
5208,Fun & Games Group,NaN,NaN,NaN,NaN,NaN
676,Excelsior Games,NaN,NaN,NaN,NaN,NaN
139471,Bed Beard Games,NaN,NaN,NaN,NaN,NaN
89915,Schmidt Spiele,NaN,NaN,NaN,NaN,NaN
14360,Hasbro,NaN,NaN,NaN,NaN,NaN
147423,(Unpublished), Goliath B.V. (Board Game),NaN,NaN,NaN,NaN
7611,Bookmark Verlag, Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN
154009,dV Giochi, Lautapelit.fi, Pegasus Spiele,NaN,NaN,NaN
30820,Winning Moves Germany,NaN,NaN,NaN,NaN,NaN
36236,Bucephalus Games,NaN,NaN,NaN,NaN,NaN
5086,MB Jeux, MB Spellen, MB Spiele, Milton Bradley,NaN,NaN
82449,Mayday Games,NaN,NaN,NaN,NaN,NaN
9234,Alga, ASS Altenburger Spielkarten, Carlit, Clipper, Dal Negro, Heraclio Fournier
3919,E.S. Lowe, Milton Bradley,NaN,NaN,NaN,NaN
1859,999 Games, Casper, Descartes Editeur, Heartbreaker, Hobby & Works, Hobby Japan
156930,Egmont Polska,NaN,NaN,NaN,NaN,NaN
14992,Avalon Hill Games,NaN,NaN,NaN,NaN,NaN
29010,Green Ronin Publishing,NaN,NaN,NaN,NaN,NaN
10599,Black Dragon Press,NaN,NaN,NaN,NaN,NaN
134477,Spin Master Ltd.,NaN,NaN,NaN,NaN,NaN
169502,Toy Vault,NaN,NaN,NaN,NaN,NaN
4326,Zoch Verlag,NaN,NaN,NaN,NaN,NaN
112692,Cube Factory of Ideas, Giochi Uniti, Stratelibri,NaN,NaN,NaN
37168,CEFA (Celulosa Fabril S. A.),NaN,NaN,NaN,NaN,NaN
5496,R&R Games,NaN,NaN,NaN,NaN,NaN
62854,(Unknown), AS Company, Crown & Andrews Ltd., Grow Jogos e Brinquedos, Le Chen Toys, Paul Lamond Games Ltd
32794,Mattel,NaN,NaN,NaN,NaN,NaN
179628,R&R Games,NaN,NaN,NaN,NaN,NaN
55820,Argentum Verlag,NaN,NaN,NaN,NaN,NaN
1450,Otto Maier Verlag, Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN
95765,Gamewright,NaN,NaN,NaN,NaN,NaN
13490,Albi, AMIGO, Asmodee, Brain Games, Gigamic, International Playthings
33614,Shadowcircle Press,NaN,NaN,NaN,NaN,NaN
9293,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
13477,Playroom Entertainment,NaN,NaN,NaN,NaN,NaN
2858,Bojeux, Diset S. A., u00c9ditions Gladius International, Hausemann & Hu00f6tte N.V., Jocus (I), Jumbo
39276,HABA,NaN,NaN,NaN,NaN,NaN
13126,Famosa, Radica,NaN,NaN,NaN,NaN
773,KOSMOS,NaN,NaN,NaN,NaN,NaN
5121,Hasbro, MB Giochi, MB Jeux, MB Spellen, Milton Bradley,NaN
16191,Grow Jogos e Brinquedos,NaN,NaN,NaN,NaN,NaN
852,Damm / Egmont, Ku00e4rnan, Kirjalito, Klee, SimplyFun,NaN
4864,Mattel, Screenlife,NaN,NaN,NaN,NaN
24627,Wizards of the Coast,NaN,NaN,NaN,NaN,NaN
168840,999 Games, Cartamundi,NaN,NaN,NaN,NaN
11262,Parker Brothers,NaN,NaN,NaN,NaN,NaN
10432,Component Game Systems, Fanpro,NaN,NaN,NaN,NaN
22289,Ku00e4rnan,NaN,NaN,NaN,NaN,NaN
246,Mox Srl,NaN,NaN,NaN,NaN,NaN
159437,Black Monk,NaN,NaN,NaN,NaN,NaN
1641,Canopus Consultancies,NaN,NaN,NaN,NaN,NaN
152615,Late for the Sky Production Company,NaN,NaN,NaN,NaN,NaN
14134,Pegasus Spiele,NaN,NaN,NaN,NaN,NaN
146146,AMIGO,NaN,NaN,NaN,NaN,NaN
177751,IDW Games, Joyride Games,NaN,NaN,NaN,NaN
6232,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
13239,MB Giochi, MB Jeux, Milton Bradley,NaN,NaN,NaN
2750,Buffalo Games, Imago, Mattel, Paul Lamond Games Ltd, Piatnik, Tactic
25455,(Public Domain), Dal Negro, Italcards, Masenghini, Modiano,NaN
154298,Aviary Games,NaN,NaN,NaN,NaN,NaN
167465,(Self-Published), (Unpublished),NaN,NaN,NaN,NaN
2406,Denys Fisher Toys, Parker Brothers,NaN,NaN,NaN,NaN
120268,Clever Mojo Games, Game Salute,NaN,NaN,NaN,NaN
95128,Meetpoint LLC,NaN,NaN,NaN,NaN,NaN
189520,(Self-Published), Spilbraet.dk,NaN,NaN,NaN,NaN
103191,Irongames,NaN,NaN,NaN,NaN,NaN
7009,3W (World Wide Wargames),NaN,NaN,NaN,NaN,NaN
40514,Hasbro, Parker Brothers,NaN,NaN,NaN,NaN
10424,Alga, Borras Plana S.A., Kirjalito, MIKA, Schmidt Spiele, Waddingtons Games
40767,Mad Mans Magic,NaN,NaN,NaN,NaN,NaN
14314,Rose & Poison,NaN,NaN,NaN,NaN,NaN
89956,LEGO,NaN,NaN,NaN,NaN,NaN
27374,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
6386,AMIGO,NaN,NaN,NaN,NaN,NaN
17159,Rumba Games,NaN,NaN,NaN,NaN,NaN
13886,HABA,NaN,NaN,NaN,NaN,NaN
8691,USAopoly,NaN,NaN,NaN,NaN,NaN
34173,Edge Entertainment, Hobby World, Stratelibri,NaN,NaN,NaN
7999,Avalanche Press Ltd.,NaN,NaN,NaN,NaN,NaN
4175,Alderac Entertainment Group, Fantasy Flight Games,NaN,NaN,NaN,NaN
191880,HUCH!,NaN,NaN,NaN,NaN,NaN
64706,Hasbro,NaN,NaN,NaN,NaN,NaN
2348,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
6873,Ku00e4rnan, Litas Spil, Litor, Nelospelit, Schmidt Spiele,NaN
3622,Journeyman Press,NaN,NaN,NaN,NaN,NaN
179975,Osprey Games,NaN,NaN,NaN,NaN,NaN
31235,C and J Toys Inc, CD Projekt RED, Gen-X Games, Kuu017ania Gier,NaN,NaN
328,Winsome Games,NaN,NaN,NaN,NaN,NaN
674,Evil Polish Brothers,NaN,NaN,NaN,NaN,NaN
914,(Web published), BattlePlay,NaN,NaN,NaN,NaN
8637,Avalanche Press Ltd.,NaN,NaN,NaN,NaN,NaN
128635,White Goblin Games,NaN,NaN,NaN,NaN,NaN
71402,Hasbro, Korea Boardgames co.,NaN,NaN,NaN,NaN
14423,Endless Games (I), Gabriel, The Games Gang, Golden, MB Spellen, Parker Brothers
89927,LEGO,NaN,NaN,NaN,NaN,NaN
3268,Gigamic,NaN,NaN,NaN,NaN,NaN
32107,Bioviva, KOSMOS, Laser plus, University Games,NaN,NaN
144735,Battle Bunker Games,NaN,NaN,NaN,NaN,NaN
19000,Pressman Toy Corp.,NaN,NaN,NaN,NaN,NaN
39192,The Game Master BV, Hobby World, Steffen-Spiele,NaN,NaN,NaN
1105,Adlung-Spiele,NaN,NaN,NaN,NaN,NaN
8806,Parker Brothers,NaN,NaN,NaN,NaN,NaN
168005,Goliath B.V. (Board Game), University Games,NaN,NaN,NaN,NaN
1259,Wizards of the Coast,NaN,NaN,NaN,NaN,NaN
6712,Parker Brothers,NaN,NaN,NaN,NaN,NaN
21124,Hasbro, Parker Brothers,NaN,NaN,NaN,NaN
188930,TIKI Editions Inc.,NaN,NaN,NaN,NaN,NaN
4596,Otto Maier Verlag, Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN
36380,ABACUSSPIELE, dV Giochi,NaN,NaN,NaN,NaN
15806,Parker Brothers,NaN,NaN,NaN,NaN,NaN
4267,One Small Step,NaN,NaN,NaN,NaN,NaN
31421,Strategic Retreat,NaN,NaN,NaN,NaN,NaN
6839,(Unknown), Denys Fisher Toys, NIG Brinquedos, Parker Brothers,NaN,NaN
34655,Drei Magier Spiele,NaN,NaN,NaN,NaN,NaN
142615,(Self-Published), (Web published), The Game Crafter,NaN,NaN,NaN
2418,White Wind,NaN,NaN,NaN,NaN,NaN
8429,SPI (Simulations Publications,NaN,NaN,NaN,NaN,NaN
4353,(Web published), SPI (Simulations Publications,NaN,NaN,NaN,NaN
400,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
600,Piatnik,NaN,NaN,NaN,NaN,NaN
237329,Hasbro,NaN,NaN,NaN,NaN,NaN
27870,Gamewright, Kanga Games,NaN,NaN,NaN,NaN
25469,KOSMOS,NaN,NaN,NaN,NaN,NaN
98371,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
66276,Instytut Pamiu0119ci Narodowej (IPN),NaN,NaN,NaN,NaN,NaN
32922,Ghenos Games,NaN,NaN,NaN,NaN,NaN
4745,DG Associates,NaN,NaN,NaN,NaN,NaN
2075,Flying Turtle Games,NaN,NaN,NaN,NaN,NaN
8448,(Self-Published), Rainfall,NaN,NaN,NaN,NaN
29924,USAopoly, Winning Moves Germany,NaN,NaN,NaN,NaN
3650,TSR,NaN,NaN,NaN,NaN,NaN
26122,Borras Plana S.A., Hasbro, Parker Brothers,NaN,NaN,NaN
1973,Golden, Hasbro, Hersch and Company, Mattel, Parker Brothers,NaN
195545,Max Manga,NaN,NaN,NaN,NaN,NaN
221644,Bureau De Juegos, Pavana Games, Strawberry Studio,NaN,NaN,NaN
5427,Patch Products,NaN,NaN,NaN,NaN,NaN
74936,Grow Jogos e Brinquedos,NaN,NaN,NaN,NaN,NaN
2792,Bookmark Verlag, Espenlaub, Ravensburger Spieleverlag GmbH,NaN,NaN,NaN
8618,Bensussen Deutsch and Associates,NaN,NaN,NaN,NaN,NaN
11616,Hasbro, USAopoly,NaN,NaN,NaN,NaN
10582,Celador, danspil, Jumbo, Pressman Toy Corp.,NaN,NaN
8349,MB Spellen, Milton Bradley,NaN,NaN,NaN,NaN
954,ABACUSSPIELE,NaN,NaN,NaN,NaN,NaN
10283,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
23025,(Unknown), Arclight, Games & Puzzles Publications, Games Unplugged Magazine, T-Cat Productions,NaN
128028,Diablos Polacos,NaN,NaN,NaN,NaN,NaN
2581,Endless Games (I), Lakeside, Spare-Time Corporation,NaN,NaN,NaN
131982,Never Peak Games,NaN,NaN,NaN,NaN,NaN
73288,Red Media,NaN,NaN,NaN,NaN,NaN
3673,Metagaming,NaN,NaN,NaN,NaN,NaN
3329,(Self-Published), Blatz, Edition Perlhuhn (Gu00f6ttinger Spiele),NaN,NaN,NaN
23656,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
24318,Mattel,NaN,NaN,NaN,NaN,NaN
4736,Battleline, Tabletop Games,NaN,NaN,NaN,NaN
4405,Lakeside,NaN,NaN,NaN,NaN,NaN
39552,Front9, Zobmondo!! Entertainment LLC,NaN,NaN,NaN,NaN
556,AMIGO, Gamewright, Rio Grande Games,NaN,NaN,NaN
186208,Point n Click design,NaN,NaN,NaN,NaN,NaN
146596,Spin Master Ltd.,NaN,NaN,NaN,NaN,NaN
2139,The United States Playing Card Company,NaN,NaN,NaN,NaN,NaN
9633,Golden, Mattel,NaN,NaN,NaN,NaN
17576,Educational Insights, Jumbo, Pierre Belvu00e9du00e8re, Recent Toys International,NaN,NaN
24137,Disney/Pixar, Milton Bradley, USAopoly,NaN,NaN,NaN
9357,3W (World Wide Wargames), Task Force Games,NaN,NaN,NaN,NaN
197451,Edge Entertainment, Ninja Division, Soda Pop Miniatures, Ulisses Spiele,NaN,NaN
5204,Hobby Japan, Metagaming,NaN,NaN,NaN,NaN
159452,GDM Games,NaN,NaN,NaN,NaN,NaN
2463,Milton Bradley,NaN,NaN,NaN,NaN,NaN
4912,Hasbro, International Games, Milton Bradley,NaN,NaN,NaN
150162,Wiggles 3D,NaN,NaN,NaN,NaN,NaN
15380,Jax,NaN,NaN,NaN,NaN,NaN
87929,LEGO,NaN,NaN,NaN,NaN,NaN
130227,Gigantoskop,NaN,NaN,NaN,NaN,NaN
1398,Flying Turtle Games, Playmix, Ravensburger Spieleverlag GmbH,NaN,NaN,NaN
26089,Winning Moves Germany,NaN,NaN,NaN,NaN,NaN
19991,NekoCorp,NaN,NaN,NaN,NaN,NaN
5354,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
11714,Goldsieber Spiele,NaN,NaN,NaN,NaN,NaN
2326,Arrow Games Ltd, Chad Valley Co Ltd., John Sands Pty Ltd, Juegos Crone, Milton Bradley, New Idea Game Co.
22445,Pfifficus Spiele,NaN,NaN,NaN,NaN,NaN
4280,Games Research Group, Metagaming,NaN,NaN,NaN,NaN
13989,Parklife Games,NaN,NaN,NaN,NaN,NaN
198147,Awful Fantasy,NaN,NaN,NaN,NaN,NaN
4365,XTR Corp,NaN,NaN,NaN,NaN,NaN
148517,Spiel-ou-Face,NaN,NaN,NaN,NaN,NaN
1714,The Avalon Hill Game Co,NaN,NaN,NaN,NaN,NaN
23257,Savita Games,NaN,NaN,NaN,NaN,NaN
156648,Homosapiens Lab,NaN,NaN,NaN,NaN,NaN
12624,Horn Abbot Ltd., Parker Brothers,NaN,NaN,NaN,NaN
57422,BeWitched Spiele,NaN,NaN,NaN,NaN,NaN
101718,Mindwarrior Games,NaN,NaN,NaN,NaN,NaN
63443,Screenlife,NaN,NaN,NaN,NaN,NaN
17071,BlindLuck Studios,NaN,NaN,NaN,NaN,NaN
38337,SlugFest Games,NaN,NaN,NaN,NaN,NaN
151005,(Self-Published),NaN,NaN,NaN,NaN,NaN
5759,USAopoly,NaN,NaN,NaN,NaN,NaN
1156,Leading Edge Games,NaN,NaN,NaN,NaN,NaN
4433,Piatnik, Pressman Toy Corp., Spears Games, Waddingtons Games,NaN,NaN
13169,Goliath B.V. (Board Game), Grow Jogos e Brinquedos, Hasbro, Jumbo, Parker Brothers, Pressman Toy Corp.
20836,Cambridge Games Factory,NaN,NaN,NaN,NaN,NaN
19456,LENA-Spielwaren GmbH, Lifetime Games, Pierre Belvu00e9du00e8re, Plasto, Playgo Ltd (Hong Kong), Ravensburger Spieleverlag GmbH
5430,Patch Products, TriBond Enterprises,NaN,NaN,NaN,NaN
10999,dV Giochi, Mayfair Games,NaN,NaN,NaN,NaN
6990,Neogames, Outer Limit Games (I),NaN,NaN,NaN,NaN
1391,Blatz, Edition Perlhuhn (Gu00f6ttinger Spiele),NaN,NaN,NaN,NaN
24901,Alga, Crown & Andrews Ltd., Educational Insights, Piatnik,NaN,NaN
19381,Fuller Flippers,NaN,NaN,NaN,NaN,NaN
10626,Fresno Gaming Association,NaN,NaN,NaN,NaN,NaN
6339,GhazPORK Industrial,NaN,NaN,NaN,NaN,NaN
41646,Mindtwister USA,NaN,NaN,NaN,NaN,NaN
23308,Upper Deck Entertainment,NaN,NaN,NaN,NaN,NaN
201453,(Self-Published),NaN,NaN,NaN,NaN,NaN
3214,The Avalon Hill Game Co,NaN,NaN,NaN,NaN,NaN
145401,Edge Entertainment,NaN,NaN,NaN,NaN,NaN
137014,Gigamic,NaN,NaN,NaN,NaN,NaN
4381,Decision Games (I), Kokusai-Tsushin Co., XTR Corp,NaN,NaN,NaN
24151,Outset Media,NaN,NaN,NaN,NaN,NaN
10270,JKLM Games,NaN,NaN,NaN,NaN,NaN
18828,Hasbro, Parker Brothers, Waddingtons Games,NaN,NaN,NaN
192353,Queen Games, Rebel,NaN,NaN,NaN,NaN
5609,Smartegg Games Ltd.,NaN,NaN,NaN,NaN,NaN
3486,Gigamic,NaN,NaN,NaN,NaN,NaN
4034,DaMert Company, University Games,NaN,NaN,NaN,NaN
5794,Cheapass Games,NaN,NaN,NaN,NaN,NaN
4559,Chieftain Products, Peter Pan Playthings, Pressman Toy Corp.,NaN,NaN,NaN
8450,Kaissa Chess & Games, Mayfair Games, Phalanx Games B.V.,NaN,NaN,NaN
1199,AMIGO, Gamewright, Nu00fcrnberger-Spielkarten-Verlag, Staupe Spiele,NaN,NaN
32369,Imagination Games,NaN,NaN,NaN,NaN,NaN
11037,Devir,NaN,NaN,NaN,NaN,NaN
7864,Out of the Box Publishing,NaN,NaN,NaN,NaN,NaN
165189,Axel,NaN,NaN,NaN,NaN,NaN
98203,Spin Master Ltd.,NaN,NaN,NaN,NaN,NaN
3205,Krimsus Krimskrams-Kiste,NaN,NaN,NaN,NaN,NaN
24473,AMIGO, Mayfair Games,NaN,NaN,NaN,NaN
154008,Jolly Thinkers, Pegasus Spiele,NaN,NaN,NaN,NaN
5540,Krimsus Krimskrams-Kiste,NaN,NaN,NaN,NaN,NaN
167505,Wonder Forge,NaN,NaN,NaN,NaN,NaN
20634,Stratelibri, Truant Spiele, Ulisses Spiele,NaN,NaN,NaN
18562,Goodman Games,NaN,NaN,NaN,NaN,NaN
110598,Racky Spiele, ZickZack Spieleverlag,NaN,NaN,NaN,NaN
8654,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
11530,Northern Games Co. Ltd.,NaN,NaN,NaN,NaN,NaN
12819,Latz Chance Games,NaN,NaN,NaN,NaN,NaN
167589,G3, Hobby World, MINDOK,NaN,NaN,NaN
11641,Mattel,NaN,NaN,NaN,NaN,NaN
95115,Cartamundi,NaN,NaN,NaN,NaN,NaN
26522,Shifting Skies Games,NaN,NaN,NaN,NaN,NaN
1464,Mandoo Games, Popcorn Games, Ravensburger Spieleverlag GmbH, U.S. Games Systems, The United States Playing Card Company,NaN
6963,USAopoly,NaN,NaN,NaN,NaN,NaN
19842,Domino-Verlag, Inga Giacatolli, Mespi, Piet Hein A/S, Skju00f8de Skjern, Sligro
9581,Ampersand Press,NaN,NaN,NaN,NaN,NaN
166537,Charm-City-Games,NaN,NaN,NaN,NaN,NaN
250448,Mega Blue, PlayMonster,NaN,NaN,NaN,NaN
199247,Studi-Jo Pi,NaN,NaN,NaN,NaN,NaN
23049,Amo Oy, Canada Games, Cardinal, Crown & Andrews Ltd., Endless Games (I), Kroeger Inc.
35499,Decipher,NaN,NaN,NaN,NaN,NaN
140317,USAopoly,NaN,NaN,NaN,NaN,NaN
89569,Amalgam,NaN,NaN,NaN,NaN,NaN
7610,Gamewright,NaN,NaN,NaN,NaN,NaN
1638,Arxon, Editrice Giochi, Maison J. Battat, N.P.T. A/S - Oslo,NaN,NaN
8447,Decision Games (I),NaN,NaN,NaN,NaN,NaN
21249,Atlas Games,NaN,NaN,NaN,NaN,NaN
14422,Ash Grove Press,NaN,NaN,NaN,NaN,NaN
8256,LEGO, RoseArt, Warren Company,NaN,NaN,NaN
102965,FoxGames, IQ-Spiele,NaN,NaN,NaN,NaN
10275,20th Century Fox,NaN,NaN,NaN,NaN,NaN
2788,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
32828,Upstarts,NaN,NaN,NaN,NaN,NaN
3846,AS Company, Schmidt Spiele, Selecta Spielzeug, Waddingtons Games,NaN,NaN
8038,Avalanche Press Ltd.,NaN,NaN,NaN,NaN,NaN
62633,HUCH!, Lautapelit.fi,NaN,NaN,NaN,NaN
3090,Games Workshop Ltd.,NaN,NaN,NaN,NaN,NaN
186212,Indie Boards & Cards,NaN,NaN,NaN,NaN,NaN
27981,Hasbro, Milton Bradley,NaN,NaN,NaN,NaN
137168,Kylsku00e5pspoesi AB,NaN,NaN,NaN,NaN,NaN
25248,La Haute Roche, Trefl Joker Line,NaN,NaN,NaN,NaN
5709,Alary Games, Cadaco, Damm / Egmont, Jumbo, Ku00e4rnan, Nelospelit
2990,Fun Connection,NaN,NaN,NaN,NaN,NaN
20224,Best EPE, EDUSCHO, Noris Spiele,NaN,NaN,NaN
124833,Ninja Division, Soda Pop Miniatures,NaN,NaN,NaN,NaN
4558,Resource Games, TAKE OFF! Inc.,NaN,NaN,NaN,NaN
20989,Dr. Wood Challenge Centre,NaN,NaN,NaN,NaN,NaN
171411,AMIGO, Broadway Toys LTD,NaN,NaN,NaN,NaN
6194,THQ,NaN,NaN,NaN,NaN,NaN
35877,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
1946,ABACUSSPIELE,NaN,NaN,NaN,NaN,NaN
11561,Decision Games (I), Kokusai-Tsushin Co.,NaN,NaN,NaN,NaN
264989,Mattel,NaN,NaN,NaN,NaN,NaN
16141,dV Giochi, Mayfair Games,NaN,NaN,NaN,NaN
39252,Joen,NaN,NaN,NaN,NaN,NaN
11883,Horn Abbot Ltd., Parker Brothers,NaN,NaN,NaN,NaN
375,Board Not Bored Games,NaN,NaN,NaN,NaN,NaN
4404,The Avalon Hill Game Co,NaN,NaN,NaN,NaN,NaN
4150,Tactic,NaN,NaN,NaN,NaN,NaN
4181,Milton Bradley,NaN,NaN,NaN,NaN,NaN
195161,(Self-Published), Mayday Games,NaN,NaN,NaN,NaN
43043,MINDOK, moses. Verlag GmbH, Story Factory,NaN,NaN,NaN
171369,AMIGO,NaN,NaN,NaN,NaN,NaN
85504,University Games,NaN,NaN,NaN,NaN,NaN
2378,Imago, Ku00e4rnan, Schmidt International, Schmidt Spiele,NaN,NaN
1299,Hasbro, Horn Abbot International, Parker Brothers,NaN,NaN,NaN
61,Goldsieber Spiele, Rio Grande Games,NaN,NaN,NaN,NaN
136494,Wonder Forge,NaN,NaN,NaN,NaN,NaN
5532,University Games,NaN,NaN,NaN,NaN,NaN
1819,Looney Labs,NaN,NaN,NaN,NaN,NaN
13478,Martinex, Offason, Peliko, Playroom Entertainment,NaN,NaN
1939,ABACUSSPIELE,NaN,NaN,NaN,NaN,NaN
31294,Nosolorol Ediciones,NaN,NaN,NaN,NaN,NaN
3629,Green Dragon Creations,NaN,NaN,NaN,NaN,NaN
15497,Damm / Egmont,NaN,NaN,NaN,NaN,NaN
94891,FoxMind, Gigamic,NaN,NaN,NaN,NaN
11635,Mattel,NaN,NaN,NaN,NaN,NaN
2497,Krimsus Krimskrams-Kiste,NaN,NaN,NaN,NaN,NaN
6731,MB Giochi, MB Jeux, MB Spellen, MB Spiele, Milton Bradley, Rainbow
32224,Strategic Space,NaN,NaN,NaN,NaN,NaN
3941,Mayfair Games,NaN,NaN,NaN,NaN,NaN
8619,Cadaco, Pictionary,NaN,NaN,NaN,NaN
144579,Asmodee, Haywire Group, University Games,NaN,NaN,NaN
28860,Dr. Wood Challenge Centre, University Games,NaN,NaN,NaN,NaN
8191,Tilsit,NaN,NaN,NaN,NaN,NaN
38154,Mattel,NaN,NaN,NaN,NaN,NaN
2295,Otto Maier Verlag, Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN
3302,Piatnik,NaN,NaN,NaN,NaN,NaN
26841,Games for Table Races S.L. (Spain),NaN,NaN,NaN,NaN,NaN
6792,Editrice Giochi, Kenner,NaN,NaN,NaN,NaN
145764,(Self-Published),NaN,NaN,NaN,NaN,NaN
134255,Hasbro,NaN,NaN,NaN,NaN,NaN
9805,Asmodee,NaN,NaN,NaN,NaN,NaN
2403,Wizards of the Coast,NaN,NaN,NaN,NaN,NaN
6953,EIDOS Interactive, Identity Games International B.V., QfreeGames, Winning Moves Germany,NaN,NaN
6965,USAopoly,NaN,NaN,NaN,NaN,NaN
5804,Cardinal,NaN,NaN,NaN,NaN,NaN
3533,SPI (Simulations Publications,NaN,NaN,NaN,NaN,NaN
186295,Portal Dragon,NaN,NaN,NaN,NaN,NaN
3255,Windy Ways Games Pty Ltd,NaN,NaN,NaN,NaN,NaN
11673,Decision Games (I),NaN,NaN,NaN,NaN,NaN
26134,Lookout Games,NaN,NaN,NaN,NaN,NaN
3378,Parker Brothers,NaN,NaN,NaN,NaN,NaN
183778,(Web published), Pocket Option Games,NaN,NaN,NaN,NaN
9017,(Unknown), danspil, Fjaru00f0arfell, Goliath B.V. (Board Game), Hertzano Ltd., Jumbo
240223,Trefl,NaN,NaN,NaN,NaN,NaN
3175,Mayfair Games,NaN,NaN,NaN,NaN,NaN
1534,Editrice Giochi,NaN,NaN,NaN,NaN,NaN
2840,KOSMOS,NaN,NaN,NaN,NaN,NaN
15830,Mattel, Screenlife,NaN,NaN,NaN,NaN
24323,Hasbro,NaN,NaN,NaN,NaN,NaN
24786,KOSMOS, Z-Man Games,NaN,NaN,NaN,NaN
150018,Inte-gra, TVP,NaN,NaN,NaN,NaN
2352,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
10575,The Gadget Shop,NaN,NaN,NaN,NaN,NaN
3867,Gameshop, Nova Game Designs,NaN,NaN,NaN,NaN
3524,Torchlight Games,NaN,NaN,NaN,NaN,NaN
8254,Otto Maier Verlag, Ravensburger Spieleverlag GmbH, Selecta Spielzeug,NaN,NaN,NaN
171447,Schmidt Spiele,NaN,NaN,NaN,NaN,NaN
8842,Adolph Holst A/S, ASS Altenburger Spielkarten, CES, danspil, Drechsler, F.X. Schmid
88881,999 Games, Four Esses, HUCH!,NaN,NaN,NaN
158198,Ankama,NaN,NaN,NaN,NaN,NaN
13682,Hasbro, Parker Brothers, Waddingtons Games,NaN,NaN,NaN
24110,Mr. B Games,NaN,NaN,NaN,NaN,NaN
160273,Around The Clock Games, The Game Crafter,NaN,NaN,NaN,NaN
3427,Capiu00e9pa - Jeux u00c9ducatifs, Clipper, Denys Fisher Toys, Miro Company, Parker Brothers, Playtoy Industries
15462,Blood & Cardstock Games,NaN,NaN,NaN,NaN,NaN
103922,KOSMOS,NaN,NaN,NaN,NaN,NaN
18618,(Unknown), Oliver Games, Tu00fccsu00f6k,NaN,NaN,NaN
24125,u00c9ditions Gladius International,NaN,NaN,NaN,NaN,NaN
187033,Irrational Ventures Inc.,NaN,NaN,NaN,NaN,NaN
64438,Mattel,NaN,NaN,NaN,NaN,NaN
120579,999 Games, AMIGO, GameBrotherZ, Scandinavian Trend Company,NaN,NaN
11393,Orchard Toys,NaN,NaN,NaN,NaN,NaN
136117,Cryptozoic Entertainment,NaN,NaN,NaN,NaN,NaN
22090,Uncle Skunkle Toys,NaN,NaN,NaN,NaN,NaN
37847,Hasbro, Parker Brothers,NaN,NaN,NaN,NaN
12030,El Greco, MB Giochi, MB Spiele, Milton Bradley, Soppol,NaN
9912,Alga, Dujardin, Four Star International Trading Company, Gay-Play, Ravensburger Spieleverlag GmbH, Waddingtons Games
20771,Raven Distribution,NaN,NaN,NaN,NaN,NaN
10419,Fundex,NaN,NaN,NaN,NaN,NaN
66603,Playroom Entertainment,NaN,NaN,NaN,NaN,NaN
2962,Estrela, Joker, Majora, Milton Bradley, Spears Games,NaN
195455,One Moment Games, Perplext,NaN,NaN,NaN,NaN
82216,Hasbro, Parker Brothers,NaN,NaN,NaN,NaN
9115,Giochi Preziosi,NaN,NaN,NaN,NaN,NaN
