sort_index,object_id,game_name,year_published,min_players,max_players,min_playtime,max_playtime,average,complexity,siteviews,category_1,category_2,category_3,category_4,category_5,category_6,mech_1,mech_2,mech_3,mech_4,mech_5,mech_6,users_rated
4703,27817,Marne 1918  Friedensturm,2006,2,2,210,1100,8.02276,3.2273,53819,War, War,na,na,na,na,Dice Rolling, Hexagon Grid,na,na,na,na,123
4704,19187,Dungeoneer  Realm of the Ice Witch,2005,2,4,60,60,6.33337,2.0256,43985,Adventure, card, Exploration, Fantasy,na,na,Dice Rolling, Hand Management, Modular Board, Variable Player Powers,na,na,430
4705,107635,Kairo,2012,2,4,45,45,6.60511,2.5667,80271,Economic,na,na,na,na,na,Hand Management, Tile Placement,na,na,na,na,281
4706,220628,Stellium,2017,2,4,30,60,6.74257,2.6667,20611,strategy, Memory, Space Exploration,na,na,na,Modular Board, Pattern Building,na,na,na,na,269
4707,139443,Superfight,2013,3,10,30,30,5.97505,1.2381,150146,card, Adaptation, Fighting, Humor, Party Game,na,Voting,na,na,na,na,na,1828
4708,184704,Dragonsgate College,2017,2,4,60,90,6.74984,2.875,70879,Fantasy,na,na,na,na,na,Dice Rolling, Tile Placement, Variable Player Powers,na,na,na,264
4709,223602,Klondike Rush,2017,2,5,60,60,6.50951,2.2857,44212,Economic, Miniatures,na,na,na,na,Auction/Bidding, Stock Holding,na,na,na,na,329
4710,161965,Johari,2014,2,4,60,90,6.3789,2.2273,56784,Economic,na,na,na,na,na,Set Collection, Simultaneous Action Selection,na,na,na,na,376
4711,195296,Scuttle!,2016,1,5,10,10,6.55559,1,32485,card, Childrens Game, Pirates,na,na,na,Hand Management, Take That, Team-Based Game,na,na,na,345
4712,244794,Mercado,2018,2,4,30,30,6.51742,2,38723,KOSMOS, Piatnik, White Goblin Games,na,na,na,KOSMOS, Piatnik, White Goblin Games,na,na,na,302
4713,250467,Red Alert  Space Fleet Warfare,2019,2,6,60,90,8.08756,2.6667,92799,Fighting, Miniatures, Sci_Fi, War,na,na,Campaign / Battle Card Driven, Dice Rolling, Hand Management, Hexagon Grid, Modular Board,na,123
4714,146818,Cappuccino,2013,2,4,10,20,6.25458,1.2581,28583,strategy,na,na,na,na,na,Enclosure, Grid Movement, Modular Board,na,na,na,478
4715,235451,GROWL,2019,4,10,10,15,6.8265,1.5,43180,Bluffing, card, Deduction, Party Game,na,na,Hand Management, Player Elimination, Role Playing, Take That, Team-Based Game,na,307
4716,193213,Millions of Dollars,2016,3,8,25,25,6.51706,1.875,39806,Bluffing, Deduction, Mafia, Negotiation,na,na,Role Playing, Variable Player Powers, Voting,na,na,na,313
4717,35964,duck! duck! Go!,2008,2,6,20,20,6.01871,1.6026,82347,Childrens Game, Humor, Racing,na,na,na,Action Queue, Modular Board, Simultaneous Action Selection,na,na,na,799
4718,168537,Pandemonium,2017,1,5,90,120,7.65185,2.9,96076,Fantasy, Horror, Miniatures,na,na,na,Area Movement, Cooperative Game,na,na,na,na,297
4719,133534,Sigismundus Augustus  Dei gratia rex Poloniae,2012,3,5,120,120,7.21367,3.7857,43821,Economic, Negotiation, Renaissance,na,na,na,Acting, Area Majority / Influence, Deck, Dice Rolling, Trading, Voting,196
4720,230430,Unlock! Temple of Ra,2017,1,6,60,60,6.69772,3.7273,14884,card, Exploration, Print & Play, Puzzle, Real-time,na,Cooperative Game, Storytelling,na,na,na,na,254
4721,217020,Truck Off  The Food Truck Frenzy,2017,2,6,20,30,6.845,1.6,24471,card, Dice, Print & Play,na,na,na,Hand Management, Push Your Luck, Simultaneous Action Selection, Take That,na,na,272
4722,171278,Victory Roads,2015,2,2,120,1100,7.97479,3.2857,63813,War, War,na,na,na,na,Dice Rolling, Hexagon Grid, Simulation,na,na,na,119
4723,257056,Lovelace & Babbage,2019,2,4,15,30,6.90428,2.25,28071,industry_manuf, Number, Real-time,na,na,na,Action Queue, Pattern Building, Push Your Luck, Set Collection, Variable Player Powers,na,202
4724,245431,Jurassic Park  Danger! Adventure Strategy Game,2018,2,5,50,50,6.49649,2,121679,Adaptation,na,na,na,na,na,Grid Movement, Hand Management, Modular Board, Team-Based Game, Variable Player Powers,na,424
4725,230361,Mars Open  Tabletop Golf,2018,1,8,30,60,6.97051,1,16869,Dexterity, Party Game,na,na,na,na,Area Movement,na,na,na,na,na,195
4726,129382,Ark & Noah,2012,2,4,45,45,6.62057,2.7222,39725,Animals, War, Adaptation, Religious,na,na,Area Majority / Influence, Enclosure, Variable Phase Order, Worker Placement,na,na,265
4727,124390,Goblins Drool,2013,1,4,15,15,6.12236,1.0769,61024,card, Childrens Game, Educational, Fantasy, Humor,na,Hand Management, Memory, Set Collection,na,na,na,615
4728,94483,Hoot Owl Hoot!,2010,2,4,15,15,6.44937,1,48973,Animals, Childrens Game,na,na,na,na,Cooperative Game, Pattern Recognition,na,na,na,na,369
4729,4769,Great War at Sea  The Mediterranean,1996,2,2,120,120,6.85259,2.7727,73938,War, War, War,na,na,na,Hexagon Grid, Simultaneous Action Selection,na,na,na,na,251
4730,25695,Chopstick Dexterity MegaChallenge 3000,2006,1,3,15,15,6.20787,1.0882,44039,Dexterity, Real-time,na,na,na,na,Action / Dexterity, Real-time,na,na,na,na,465
4731,32129,Taktika,2007,2,2,20,20,7.06739,1.4706,74391,Dexterity, Fantasy, Medieval,na,na,na,Flicking,na,na,na,na,na,184
4732,103061,Carnac,2011,2,2,20,20,6.95694,2.375,37531,strategy,na,na,na,na,na,Area Majority / Influence, Pattern Building,na,na,na,na,215
4733,669,Plague & Pestilence,1993,2,6,15,45,6.19205,1.3784,80174,card, Medieval,na,na,na,na,Card Drafting, Dice Rolling, Take That,na,na,na,669
4734,218395,Sine Tempore,2018,1,4,20,60,8.27329,3.2857,142297,Adventure, Dice, Exploration, Fantasy, Miniatures, Sci_Fi,Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Role Playing, Time Track,231
4735,192334,Vikings on Board,2016,2,4,30,60,6.14395,2.0909,86590,War,na,na,na,na,na,Action Queue, Betting and Bluffing, Worker Placement,na,na,na,614
4736,227888,Warhammer 40,2017,2,2,60,180,8.12743,3.25,10914,Miniatures, Sci_Fi, War,na,na,na,Action Points, Dice Rolling, Variable Player Powers,na,na,na,112
4737,6191,Xe Queo!,1998,2,2,20,20,6.48658,1.5,35421,strategy, Bluffing,na,na,na,na,Secret Unit Deployment,na,na,na,na,na,316
4738,35634,Samurai  The Card Game,2009,2,4,60,60,6.27381,2.0333,82793,card, Medieval,na,na,na,na,Enclosure, Hand Management, Set Collection,na,na,na,431
4739,154519,Time Barons,2014,2,4,30,30,7.75658,2.3333,38949,card,na,na,na,na,na,Action Points, Hand Management, Worker Placement,na,na,na,185
4740,163175,Yashima  Legend of the Kami Masters,2015,2,4,90,90,7.01612,2.6875,86072,card, Collectible, Fantasy, Fighting, Miniatures, Mythology,Grid Movement, Hand Management, Hexagon Grid, Modular Board, Player Elimination, Point to Point Movement,224
4741,153991,Salvation Road,2016,1,8,45,75,6.89459,2.3333,70295,Adventure,na,na,na,na,na,Area Movement, Cooperative Game, Dice Rolling, Variable Player Powers,na,na,218
4742,172662,Seven7s,2015,2,4,20,20,6.2593,1.4737,32094,card,na,na,na,na,na,Hand Management,na,na,na,na,na,448
4743,5233,The Great Battles of Alexander,1991,2,2,240,240,6.99936,3.4706,38211,Ancient, Fighting, War,na,na,na,Dice Rolling, Hexagon Grid, Simulation,na,na,na,206
4744,240014,Evil High Priest,2018,2,5,40,90,7.27584,2.5714,30950,Fantasy, Horror,na,na,na,na,Worker Placement,na,na,na,na,na,178
4745,155065,Lifeform,2019,2,4,60,60,7.67012,2.8182,133584,Bluffing, Fighting, Horror, Sci_Fi,na,na,Action Points, Hand Management, Point to Point Movement, Secret Unit Deployment, Team-Based Game, Variable Player Powers,170
4746,178212,Treasure Mountain,2019,2,4,40,80,7.75109,2.2727,20521,Fantasy,na,na,na,na,na,Tile Placement, Worker Placement,na,na,na,na,138
4747,14860,Clash for a Continent   Battles of the American Revolution and French & Indian War,2005,2,4,30,30,7.24338,2.069,74531,Age of Reason, American Revolutionary War, War,na,na,na,Dice Rolling, Hexagon Grid, Modular Board, Secret Unit Deployment,na,na,170
4748,257077,A Pleasant Journey to Neko,2018,2,4,45,90,7.30988,3.0714,29862,card, Dice, Environmental,na,na,na,Auction/Bidding, Dice Rolling, Hand Management, Network and Route Building, Point to Point Movement, Set Collection,162
4749,203655,Timeline  Polska,2016,2,8,15,15,6.69134,1.25,5560,card, Educational, Trivia,na,na,na,Tile Placement,na,na,na,na,na,261
4750,214989,Age of Towers,2018,1,4,45,75,6.73149,2,47773,Medieval, Territory Building,na,na,na,na,Area Movement, Network and Route Building, Take That, Worker Placement,na,na,279
4751,239826,Dice Fishing  Roll and Catch,2016,2,5,15,20,6.47729,1.25,19295,Animals, Dice,na,na,na,na,Auction/Bidding, Dice Rolling,na,na,na,na,307
4752,138963,Arkham Investigator,2013,1,10,120,120,7.60715,2.4615,100310,Deduction, Horror, murder_mystery, Adaptation, Print & Play,na,Cooperative Game, Role Playing, Storytelling,na,na,na,137
4753,7251,The Speed of Heat,1992,2,2,150,150,7.35876,3.8654,62348,Aviation, War, War, War, War,na,Hexagon Grid, Variable Phase Order,na,na,na,na,169
4754,951,Football Strategy,1959,2,4,150,150,6.40697,1.5556,158615,Bluffing, Sports,na,na,na,na,Memory, Rock-Paper-Scissors, Simulation, Simultaneous Action Selection,na,na,399
4755,499,Arbos Das Baumspiel,1999,1,8,30,30,6.37451,1,42310,Dexterity, Childrens Game, Party Game,na,na,na,Action / Dexterity, Childrens Game, Party Game,na,na,na,357
4756,216710,Wings of Glory  WW2 Battle of Britain Starter Set,2017,1,40,30,45,8.21121,2,24042,Aviation, card, Miniatures, War, War,na,Action Queue, Simulation, Simultaneous Action Selection,na,na,na,140
4757,255990,Nemeton,2018,2,4,75,75,7.05014,3.1875,41206,Animals, Exploration, Fantasy,na,na,na,Grid Movement, Modular Board, Set Collection, Tile Placement, Trading,na,214
4758,284108,Pictures,2019,3,5,20,30,7.59697,1,6869,Deduction, Party Game,na,na,na,na,Deduction, Party Game,na,na,na,na,132
4759,145,Metropolis,1984,2,5,90,90,6.42113,2.2353,74145,City Building, Negotiation,na,na,na,na,City Building, Negotiation,na,na,na,na,345
4760,25605,Walhalla,2006,3,4,60,60,6.36434,2.3019,44035,Fighting, Medieval, Mythology, War,na,na,Area Majority / Influence, Modular Board,na,na,na,na,339
4761,246567,Big Monster,2018,2,6,20,30,7.37798,2,14729,card,na,na,na,na,na,Card Drafting, Set Collection, Simultaneous Action Selection, Team-Based Game, Variable Player Powers,na,173
4762,235342,Stalingrad Inferno on the Volga,2018,1,3,30,60,7.7034,2.5385,46238,War, War,na,na,na,na,Action Queue, Area Majority / Influence, Area Movement, Area-Impulse, Cooperative Game, Dice Rolling,153
4763,40,Borderlands,1982,2,4,120,120,6.76967,2.7727,132524,Bluffing, Civilization, Fantasy, Negotiation, Political,na,Area Movement, Trading,na,na,na,na,264
4764,217466,Mafiozoo,2017,2,4,60,60,7.08182,2.3333,45459,Mafia,na,na,na,na,na,Area Majority / Influence, Hand Management, Modular Board, Set Collection,na,na,209
4765,154892,Loonacy,2014,2,5,10,10,6.31024,1.0952,22593,card, Real-time,na,na,na,na,Pattern Recognition,na,na,na,na,na,459
